England and Wales Code,England and Wales,Country of birth (extended) (190 categories) Code,Country of birth (extended) (190 categories),Passports held (52 categories) Code,Passports held (52 categories),Observation
K04000001,England and Wales,137,Middle East and Asia: South-East Asia: Myanmar (Burma),48,Antarctica and Oceania: Australasia: New Zealand,4
K04000001,England and Wales,137,Middle East and Asia: South-East Asia: Myanmar (Burma),49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,137,Middle East and Asia: South-East Asia: Myanmar (Burma),50,British Overseas Territories,0
K04000001,England and Wales,137,Middle East and Asia: South-East Asia: Myanmar (Burma),51,No passport held,515
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,-8,Does not apply,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,1,Europe: United Kingdom,1027
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,2,Europe: Ireland,1
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,3,Europe: Other Europe: EU Member countries: France,87
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,4,Europe: Other Europe: EU Member countries: Germany,1
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,5,Europe: Other Europe: EU Member countries: Italy,2
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,6,Europe: Other Europe: EU Member countries: Portugal,2
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,7,Europe: Other Europe: EU Member countries: Spain,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,8,Europe: Other Europe: EU Member countries: Lithuania,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,9,Europe: Other Europe: EU Member countries: Poland,5
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,10,Europe: Other Europe: EU Member countries: Romania,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,11,Europe: Other Europe: EU Member countries: Other EU countries,8
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,12,Europe: Other Europe: Rest of Europe: Turkey,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,13,Europe: Other Europe: Rest of Europe: Other Europe,3
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,14,Africa: North Africa,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,15,Africa: Central and Western Africa: Ghana,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,16,Africa: Central and Western Africa: Nigeria,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,17,Africa: Central and Western Africa: Other Central and Western Africa,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,18,Africa: South and Eastern Africa: Kenya,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,19,Africa: South and Eastern Africa: Somalia,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,20,Africa: South and Eastern Africa: South Africa,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,21,Africa: South and Eastern Africa: Zimbabwe,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,22,Africa: South and Eastern Africa: Other South and Eastern Africa,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,23,Middle East and Asia: Middle East: Iran,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,24,Middle East and Asia: Middle East: Iraq,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,25,Middle East and Asia: Middle East: Other Middle East,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,26,Middle East and Asia: Eastern Asia: China,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),5
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,28,Middle East and Asia: Eastern Asia: Japan,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,1
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,30,Middle East and Asia: Southern Asia: Afghanistan,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,31,Middle East and Asia: Southern Asia: Bangladesh,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,32,Middle East and Asia: Southern Asia: India,2
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,33,Middle East and Asia: Southern Asia: Pakistan,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,34,Middle East and Asia: Southern Asia: Sri Lanka,1
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,35,Middle East and Asia: Southern Asia: Other Southern Asia,3
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,36,Middle East and Asia: South-East Asia: Malaysia,2
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,37,Middle East and Asia: South-East Asia: Philippines,1
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,38,Middle East and Asia: South-East Asia: Singapore,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,39,Middle East and Asia: South-East Asia: Other South-East Asia,326
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,40,Middle East and Asia: Central Asia,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,41,The Americas and the Caribbean: North America: Canada,2
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,42,The Americas and the Caribbean: North America: United States,12
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,43,The Americas and the Caribbean: Central America,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,44,The Americas and the Caribbean: South America,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,45,The Americas and the Caribbean: The Caribbean: Jamaica,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,47,Antarctica and Oceania: Australasia: Australia,10
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,48,Antarctica and Oceania: Australasia: New Zealand,12
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,50,British Overseas Territories,0
K04000001,England and Wales,138,Middle East and Asia: South-East Asia: Cambodia,51,No passport held,21
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,-8,Does not apply,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,1,Europe: United Kingdom,4624
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,2,Europe: Ireland,36
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,3,Europe: Other Europe: EU Member countries: France,64
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,4,Europe: Other Europe: EU Member countries: Germany,48
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,5,Europe: Other Europe: EU Member countries: Italy,54
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,6,Europe: Other Europe: EU Member countries: Portugal,32
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,7,Europe: Other Europe: EU Member countries: Spain,8
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,8,Europe: Other Europe: EU Member countries: Lithuania,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,9,Europe: Other Europe: EU Member countries: Poland,23
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,10,Europe: Other Europe: EU Member countries: Romania,1
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,11,Europe: Other Europe: EU Member countries: Other EU countries,468
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,12,Europe: Other Europe: Rest of Europe: Turkey,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,13,Europe: Other Europe: Rest of Europe: Other Europe,40
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,14,Africa: North Africa,3
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,15,Africa: Central and Western Africa: Ghana,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,16,Africa: Central and Western Africa: Nigeria,2
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,17,Africa: Central and Western Africa: Other Central and Western Africa,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,18,Africa: South and Eastern Africa: Kenya,1
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,19,Africa: South and Eastern Africa: Somalia,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,20,Africa: South and Eastern Africa: South Africa,2
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,21,Africa: South and Eastern Africa: Zimbabwe,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,22,Africa: South and Eastern Africa: Other South and Eastern Africa,1
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,23,Middle East and Asia: Middle East: Iran,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,24,Middle East and Asia: Middle East: Iraq,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,25,Middle East and Asia: Middle East: Other Middle East,10
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,26,Middle East and Asia: Eastern Asia: China,40
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),24
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,28,Middle East and Asia: Eastern Asia: Japan,10
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,16
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,30,Middle East and Asia: Southern Asia: Afghanistan,1
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,31,Middle East and Asia: Southern Asia: Bangladesh,8
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,32,Middle East and Asia: Southern Asia: India,33
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,33,Middle East and Asia: Southern Asia: Pakistan,8
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,34,Middle East and Asia: Southern Asia: Sri Lanka,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,35,Middle East and Asia: Southern Asia: Other Southern Asia,1
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,36,Middle East and Asia: South-East Asia: Malaysia,31
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,37,Middle East and Asia: South-East Asia: Philippines,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,38,Middle East and Asia: South-East Asia: Singapore,64
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,39,Middle East and Asia: South-East Asia: Other South-East Asia,6124
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,40,Middle East and Asia: Central Asia,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,41,The Americas and the Caribbean: North America: Canada,25
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,42,The Americas and the Caribbean: North America: United States,74
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,43,The Americas and the Caribbean: Central America,2
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,44,The Americas and the Caribbean: South America,5
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,45,The Americas and the Caribbean: The Caribbean: Jamaica,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,47,Antarctica and Oceania: Australasia: Australia,105
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,48,Antarctica and Oceania: Australasia: New Zealand,31
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,50,British Overseas Territories,0
K04000001,England and Wales,139,Middle East and Asia: South-East Asia: Indonesia,51,No passport held,162
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,-8,Does not apply,0
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,1,Europe: United Kingdom,28768
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,2,Europe: Ireland,266
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,3,Europe: Other Europe: EU Member countries: France,74
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,4,Europe: Other Europe: EU Member countries: Germany,85
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,5,Europe: Other Europe: EU Member countries: Italy,62
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,6,Europe: Other Europe: EU Member countries: Portugal,13
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,7,Europe: Other Europe: EU Member countries: Spain,44
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,8,Europe: Other Europe: EU Member countries: Lithuania,7
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,9,Europe: Other Europe: EU Member countries: Poland,29
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,10,Europe: Other Europe: EU Member countries: Romania,19
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,11,Europe: Other Europe: EU Member countries: Other EU countries,208
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,12,Europe: Other Europe: Rest of Europe: Turkey,1
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,13,Europe: Other Europe: Rest of Europe: Other Europe,42
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,14,Africa: North Africa,30
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,15,Africa: Central and Western Africa: Ghana,2
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,16,Africa: Central and Western Africa: Nigeria,18
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,17,Africa: Central and Western Africa: Other Central and Western Africa,4
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,18,Africa: South and Eastern Africa: Kenya,1
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,19,Africa: South and Eastern Africa: Somalia,1
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,20,Africa: South and Eastern Africa: South Africa,4
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,21,Africa: South and Eastern Africa: Zimbabwe,2
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,22,Africa: South and Eastern Africa: Other South and Eastern Africa,8
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,23,Middle East and Asia: Middle East: Iran,8
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,24,Middle East and Asia: Middle East: Iraq,7
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,25,Middle East and Asia: Middle East: Other Middle East,22
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,26,Middle East and Asia: Eastern Asia: China,193
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),40
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,28,Middle East and Asia: Eastern Asia: Japan,13
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,31
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,30,Middle East and Asia: Southern Asia: Afghanistan,1
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,31,Middle East and Asia: Southern Asia: Bangladesh,14
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,32,Middle East and Asia: Southern Asia: India,92
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,33,Middle East and Asia: Southern Asia: Pakistan,42
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,34,Middle East and Asia: Southern Asia: Sri Lanka,46
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,35,Middle East and Asia: Southern Asia: Other Southern Asia,17
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,36,Middle East and Asia: South-East Asia: Malaysia,29252
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,37,Middle East and Asia: South-East Asia: Philippines,33
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,38,Middle East and Asia: South-East Asia: Singapore,228
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,39,Middle East and Asia: South-East Asia: Other South-East Asia,55
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,40,Middle East and Asia: Central Asia,4
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,41,The Americas and the Caribbean: North America: Canada,42
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,42,The Americas and the Caribbean: North America: United States,56
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,43,The Americas and the Caribbean: Central America,4
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,44,The Americas and the Caribbean: South America,15
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,45,The Americas and the Caribbean: The Caribbean: Jamaica,1
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,2
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,47,Antarctica and Oceania: Australasia: Australia,377
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,48,Antarctica and Oceania: Australasia: New Zealand,84
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,50,British Overseas Territories,0
K04000001,England and Wales,140,Middle East and Asia: South-East Asia: Malaysia,51,No passport held,1139
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,-8,Does not apply,0
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,1,Europe: United Kingdom,97382
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,2,Europe: Ireland,377
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,3,Europe: Other Europe: EU Member countries: France,131
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,4,Europe: Other Europe: EU Member countries: Germany,202
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,5,Europe: Other Europe: EU Member countries: Italy,505
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,6,Europe: Other Europe: EU Member countries: Portugal,148
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,7,Europe: Other Europe: EU Member countries: Spain,3140
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,8,Europe: Other Europe: EU Member countries: Lithuania,33
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,9,Europe: Other Europe: EU Member countries: Poland,101
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,10,Europe: Other Europe: EU Member countries: Romania,89
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,11,Europe: Other Europe: EU Member countries: Other EU countries,592
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,12,Europe: Other Europe: Rest of Europe: Turkey,12
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,13,Europe: Other Europe: Rest of Europe: Other Europe,149
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,14,Africa: North Africa,6
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,15,Africa: Central and Western Africa: Ghana,11
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,16,Africa: Central and Western Africa: Nigeria,21
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,17,Africa: Central and Western Africa: Other Central and Western Africa,13
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,18,Africa: South and Eastern Africa: Kenya,2
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,19,Africa: South and Eastern Africa: Somalia,0
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,20,Africa: South and Eastern Africa: South Africa,14
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,21,Africa: South and Eastern Africa: Zimbabwe,2
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,22,Africa: South and Eastern Africa: Other South and Eastern Africa,9
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,23,Middle East and Asia: Middle East: Iran,10
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,24,Middle East and Asia: Middle East: Iraq,5
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,25,Middle East and Asia: Middle East: Other Middle East,25
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,26,Middle East and Asia: Eastern Asia: China,53
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),19
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,28,Middle East and Asia: Eastern Asia: Japan,55
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,23
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,30,Middle East and Asia: Southern Asia: Afghanistan,12
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,31,Middle East and Asia: Southern Asia: Bangladesh,11
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,32,Middle East and Asia: Southern Asia: India,166
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,33,Middle East and Asia: Southern Asia: Pakistan,43
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,34,Middle East and Asia: Southern Asia: Sri Lanka,27
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,35,Middle East and Asia: Southern Asia: Other Southern Asia,30
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,36,Middle East and Asia: South-East Asia: Malaysia,18
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,37,Middle East and Asia: South-East Asia: Philippines,49391
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,38,Middle East and Asia: South-East Asia: Singapore,17
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,39,Middle East and Asia: South-East Asia: Other South-East Asia,39
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,40,Middle East and Asia: Central Asia,0
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,41,The Americas and the Caribbean: North America: Canada,182
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,42,The Americas and the Caribbean: North America: United States,589
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,43,The Americas and the Caribbean: Central America,1
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,44,The Americas and the Caribbean: South America,17
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,45,The Americas and the Caribbean: The Caribbean: Jamaica,3
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,3
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,47,Antarctica and Oceania: Australasia: Australia,264
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,48,Antarctica and Oceania: Australasia: New Zealand,80
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,50,British Overseas Territories,0
K04000001,England and Wales,141,Middle East and Asia: South-East Asia: Philippines,51,No passport held,991
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,-8,Does not apply,0
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,1,Europe: United Kingdom,29421
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,2,Europe: Ireland,248
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,3,Europe: Other Europe: EU Member countries: France,204
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,4,Europe: Other Europe: EU Member countries: Germany,75
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,5,Europe: Other Europe: EU Member countries: Italy,81
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,6,Europe: Other Europe: EU Member countries: Portugal,20
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,7,Europe: Other Europe: EU Member countries: Spain,14
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,8,Europe: Other Europe: EU Member countries: Lithuania,6
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,9,Europe: Other Europe: EU Member countries: Poland,12
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,10,Europe: Other Europe: EU Member countries: Romania,10
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,11,Europe: Other Europe: EU Member countries: Other EU countries,235
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,12,Europe: Other Europe: Rest of Europe: Turkey,2
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,13,Europe: Other Europe: Rest of Europe: Other Europe,80
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,14,Africa: North Africa,5
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,15,Africa: Central and Western Africa: Ghana,11
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,16,Africa: Central and Western Africa: Nigeria,5
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,17,Africa: Central and Western Africa: Other Central and Western Africa,2
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,18,Africa: South and Eastern Africa: Kenya,0
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,19,Africa: South and Eastern Africa: Somalia,0
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,20,Africa: South and Eastern Africa: South Africa,10
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,21,Africa: South and Eastern Africa: Zimbabwe,0
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,22,Africa: South and Eastern Africa: Other South and Eastern Africa,0
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,23,Middle East and Asia: Middle East: Iran,2
K04000001,England and Wales,142,Middle East and Asia: South-East Asia: Singapore,24,Middle East and Asia: Middle East: Iraq,0
