England and Wales Code,England and Wales,Country of birth (extended) (190 categories) Code,Country of birth (extended) (190 categories),Passports held (52 categories) Code,Passports held (52 categories),Observation
K04000001,England and Wales,39,Europe: Other Europe: Albania,8,Europe: Other Europe: EU Member countries: Lithuania,98
K04000001,England and Wales,39,Europe: Other Europe: Albania,9,Europe: Other Europe: EU Member countries: Poland,355
K04000001,England and Wales,39,Europe: Other Europe: Albania,10,Europe: Other Europe: EU Member countries: Romania,456
K04000001,England and Wales,39,Europe: Other Europe: Albania,11,Europe: Other Europe: EU Member countries: Other EU countries,15434
K04000001,England and Wales,39,Europe: Other Europe: Albania,12,Europe: Other Europe: Rest of Europe: Turkey,54
K04000001,England and Wales,39,Europe: Other Europe: Albania,13,Europe: Other Europe: Rest of Europe: Other Europe,27776
K04000001,England and Wales,39,Europe: Other Europe: Albania,14,Africa: North Africa,10
K04000001,England and Wales,39,Europe: Other Europe: Albania,15,Africa: Central and Western Africa: Ghana,20
K04000001,England and Wales,39,Europe: Other Europe: Albania,16,Africa: Central and Western Africa: Nigeria,10
K04000001,England and Wales,39,Europe: Other Europe: Albania,17,Africa: Central and Western Africa: Other Central and Western Africa,7
K04000001,England and Wales,39,Europe: Other Europe: Albania,18,Africa: South and Eastern Africa: Kenya,5
K04000001,England and Wales,39,Europe: Other Europe: Albania,19,Africa: South and Eastern Africa: Somalia,0
K04000001,England and Wales,39,Europe: Other Europe: Albania,20,Africa: South and Eastern Africa: South Africa,4
K04000001,England and Wales,39,Europe: Other Europe: Albania,21,Africa: South and Eastern Africa: Zimbabwe,1
K04000001,England and Wales,39,Europe: Other Europe: Albania,22,Africa: South and Eastern Africa: Other South and Eastern Africa,4
K04000001,England and Wales,39,Europe: Other Europe: Albania,23,Middle East and Asia: Middle East: Iran,12
K04000001,England and Wales,39,Europe: Other Europe: Albania,24,Middle East and Asia: Middle East: Iraq,11
K04000001,England and Wales,39,Europe: Other Europe: Albania,25,Middle East and Asia: Middle East: Other Middle East,0
K04000001,England and Wales,39,Europe: Other Europe: Albania,26,Middle East and Asia: Eastern Asia: China,19
K04000001,England and Wales,39,Europe: Other Europe: Albania,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),3
K04000001,England and Wales,39,Europe: Other Europe: Albania,28,Middle East and Asia: Eastern Asia: Japan,0
K04000001,England and Wales,39,Europe: Other Europe: Albania,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,1
K04000001,England and Wales,39,Europe: Other Europe: Albania,30,Middle East and Asia: Southern Asia: Afghanistan,9
K04000001,England and Wales,39,Europe: Other Europe: Albania,31,Middle East and Asia: Southern Asia: Bangladesh,2
K04000001,England and Wales,39,Europe: Other Europe: Albania,32,Middle East and Asia: Southern Asia: India,52
K04000001,England and Wales,39,Europe: Other Europe: Albania,33,Middle East and Asia: Southern Asia: Pakistan,34
K04000001,England and Wales,39,Europe: Other Europe: Albania,34,Middle East and Asia: Southern Asia: Sri Lanka,6
K04000001,England and Wales,39,Europe: Other Europe: Albania,35,Middle East and Asia: Southern Asia: Other Southern Asia,16
K04000001,England and Wales,39,Europe: Other Europe: Albania,36,Middle East and Asia: South-East Asia: Malaysia,0
K04000001,England and Wales,39,Europe: Other Europe: Albania,37,Middle East and Asia: South-East Asia: Philippines,21
K04000001,England and Wales,39,Europe: Other Europe: Albania,38,Middle East and Asia: South-East Asia: Singapore,1
K04000001,England and Wales,39,Europe: Other Europe: Albania,39,Middle East and Asia: South-East Asia: Other South-East Asia,8
K04000001,England and Wales,39,Europe: Other Europe: Albania,40,Middle East and Asia: Central Asia,0
K04000001,England and Wales,39,Europe: Other Europe: Albania,41,The Americas and the Caribbean: North America: Canada,34
K04000001,England and Wales,39,Europe: Other Europe: Albania,42,The Americas and the Caribbean: North America: United States,68
K04000001,England and Wales,39,Europe: Other Europe: Albania,43,The Americas and the Caribbean: Central America,21
K04000001,England and Wales,39,Europe: Other Europe: Albania,44,The Americas and the Caribbean: South America,7
K04000001,England and Wales,39,Europe: Other Europe: Albania,45,The Americas and the Caribbean: The Caribbean: Jamaica,0
K04000001,England and Wales,39,Europe: Other Europe: Albania,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,5
K04000001,England and Wales,39,Europe: Other Europe: Albania,47,Antarctica and Oceania: Australasia: Australia,9
K04000001,England and Wales,39,Europe: Other Europe: Albania,48,Antarctica and Oceania: Australasia: New Zealand,2
K04000001,England and Wales,39,Europe: Other Europe: Albania,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,39,Europe: Other Europe: Albania,50,British Overseas Territories,3
K04000001,England and Wales,39,Europe: Other Europe: Albania,51,No passport held,4153
K04000001,England and Wales,40,Europe: Other Europe: Armenia,-8,Does not apply,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,1,Europe: United Kingdom,1361
K04000001,England and Wales,40,Europe: Other Europe: Armenia,2,Europe: Ireland,5
K04000001,England and Wales,40,Europe: Other Europe: Armenia,3,Europe: Other Europe: EU Member countries: France,22
K04000001,England and Wales,40,Europe: Other Europe: Armenia,4,Europe: Other Europe: EU Member countries: Germany,7
K04000001,England and Wales,40,Europe: Other Europe: Armenia,5,Europe: Other Europe: EU Member countries: Italy,6
K04000001,England and Wales,40,Europe: Other Europe: Armenia,6,Europe: Other Europe: EU Member countries: Portugal,4
K04000001,England and Wales,40,Europe: Other Europe: Armenia,7,Europe: Other Europe: EU Member countries: Spain,15
K04000001,England and Wales,40,Europe: Other Europe: Armenia,8,Europe: Other Europe: EU Member countries: Lithuania,27
K04000001,England and Wales,40,Europe: Other Europe: Armenia,9,Europe: Other Europe: EU Member countries: Poland,55
K04000001,England and Wales,40,Europe: Other Europe: Armenia,10,Europe: Other Europe: EU Member countries: Romania,18
K04000001,England and Wales,40,Europe: Other Europe: Armenia,11,Europe: Other Europe: EU Member countries: Other EU countries,169
K04000001,England and Wales,40,Europe: Other Europe: Armenia,12,Europe: Other Europe: Rest of Europe: Turkey,1
K04000001,England and Wales,40,Europe: Other Europe: Armenia,13,Europe: Other Europe: Rest of Europe: Other Europe,635
K04000001,England and Wales,40,Europe: Other Europe: Armenia,14,Africa: North Africa,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,15,Africa: Central and Western Africa: Ghana,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,16,Africa: Central and Western Africa: Nigeria,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,17,Africa: Central and Western Africa: Other Central and Western Africa,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,18,Africa: South and Eastern Africa: Kenya,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,19,Africa: South and Eastern Africa: Somalia,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,20,Africa: South and Eastern Africa: South Africa,1
K04000001,England and Wales,40,Europe: Other Europe: Armenia,21,Africa: South and Eastern Africa: Zimbabwe,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,22,Africa: South and Eastern Africa: Other South and Eastern Africa,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,23,Middle East and Asia: Middle East: Iran,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,24,Middle East and Asia: Middle East: Iraq,1
K04000001,England and Wales,40,Europe: Other Europe: Armenia,25,Middle East and Asia: Middle East: Other Middle East,2
K04000001,England and Wales,40,Europe: Other Europe: Armenia,26,Middle East and Asia: Eastern Asia: China,3
K04000001,England and Wales,40,Europe: Other Europe: Armenia,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,28,Middle East and Asia: Eastern Asia: Japan,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,30,Middle East and Asia: Southern Asia: Afghanistan,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,31,Middle East and Asia: Southern Asia: Bangladesh,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,32,Middle East and Asia: Southern Asia: India,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,33,Middle East and Asia: Southern Asia: Pakistan,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,34,Middle East and Asia: Southern Asia: Sri Lanka,1
K04000001,England and Wales,40,Europe: Other Europe: Armenia,35,Middle East and Asia: Southern Asia: Other Southern Asia,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,36,Middle East and Asia: South-East Asia: Malaysia,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,37,Middle East and Asia: South-East Asia: Philippines,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,38,Middle East and Asia: South-East Asia: Singapore,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,39,Middle East and Asia: South-East Asia: Other South-East Asia,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,40,Middle East and Asia: Central Asia,2
K04000001,England and Wales,40,Europe: Other Europe: Armenia,41,The Americas and the Caribbean: North America: Canada,6
K04000001,England and Wales,40,Europe: Other Europe: Armenia,42,The Americas and the Caribbean: North America: United States,16
K04000001,England and Wales,40,Europe: Other Europe: Armenia,43,The Americas and the Caribbean: Central America,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,44,The Americas and the Caribbean: South America,4
K04000001,England and Wales,40,Europe: Other Europe: Armenia,45,The Americas and the Caribbean: The Caribbean: Jamaica,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,47,Antarctica and Oceania: Australasia: Australia,1
K04000001,England and Wales,40,Europe: Other Europe: Armenia,48,Antarctica and Oceania: Australasia: New Zealand,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,50,British Overseas Territories,0
K04000001,England and Wales,40,Europe: Other Europe: Armenia,51,No passport held,81
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,-8,Does not apply,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,1,Europe: United Kingdom,1953
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,2,Europe: Ireland,4
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,3,Europe: Other Europe: EU Member countries: France,11
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,4,Europe: Other Europe: EU Member countries: Germany,7
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,5,Europe: Other Europe: EU Member countries: Italy,17
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,6,Europe: Other Europe: EU Member countries: Portugal,3
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,7,Europe: Other Europe: EU Member countries: Spain,11
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,8,Europe: Other Europe: EU Member countries: Lithuania,55
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,9,Europe: Other Europe: EU Member countries: Poland,12
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,10,Europe: Other Europe: EU Member countries: Romania,13
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,11,Europe: Other Europe: EU Member countries: Other EU countries,84
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,12,Europe: Other Europe: Rest of Europe: Turkey,43
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,13,Europe: Other Europe: Rest of Europe: Other Europe,1093
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,14,Africa: North Africa,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,15,Africa: Central and Western Africa: Ghana,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,16,Africa: Central and Western Africa: Nigeria,10
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,17,Africa: Central and Western Africa: Other Central and Western Africa,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,18,Africa: South and Eastern Africa: Kenya,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,19,Africa: South and Eastern Africa: Somalia,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,20,Africa: South and Eastern Africa: South Africa,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,21,Africa: South and Eastern Africa: Zimbabwe,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,22,Africa: South and Eastern Africa: Other South and Eastern Africa,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,23,Middle East and Asia: Middle East: Iran,3
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,24,Middle East and Asia: Middle East: Iraq,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,25,Middle East and Asia: Middle East: Other Middle East,8
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,26,Middle East and Asia: Eastern Asia: China,2
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),1
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,28,Middle East and Asia: Eastern Asia: Japan,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,30,Middle East and Asia: Southern Asia: Afghanistan,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,31,Middle East and Asia: Southern Asia: Bangladesh,9
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,32,Middle East and Asia: Southern Asia: India,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,33,Middle East and Asia: Southern Asia: Pakistan,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,34,Middle East and Asia: Southern Asia: Sri Lanka,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,35,Middle East and Asia: Southern Asia: Other Southern Asia,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,36,Middle East and Asia: South-East Asia: Malaysia,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,37,Middle East and Asia: South-East Asia: Philippines,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,38,Middle East and Asia: South-East Asia: Singapore,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,39,Middle East and Asia: South-East Asia: Other South-East Asia,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,40,Middle East and Asia: Central Asia,2
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,41,The Americas and the Caribbean: North America: Canada,5
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,42,The Americas and the Caribbean: North America: United States,6
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,43,The Americas and the Caribbean: Central America,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,44,The Americas and the Caribbean: South America,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,45,The Americas and the Caribbean: The Caribbean: Jamaica,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,1
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,47,Antarctica and Oceania: Australasia: Australia,1
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,48,Antarctica and Oceania: Australasia: New Zealand,1
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,50,British Overseas Territories,0
K04000001,England and Wales,41,Europe: Other Europe: Azerbaijan,51,No passport held,125
K04000001,England and Wales,42,Europe: Other Europe: Belarus,-8,Does not apply,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,1,Europe: United Kingdom,3065
K04000001,England and Wales,42,Europe: Other Europe: Belarus,2,Europe: Ireland,23
K04000001,England and Wales,42,Europe: Other Europe: Belarus,3,Europe: Other Europe: EU Member countries: France,50
K04000001,England and Wales,42,Europe: Other Europe: Belarus,4,Europe: Other Europe: EU Member countries: Germany,18
K04000001,England and Wales,42,Europe: Other Europe: Belarus,5,Europe: Other Europe: EU Member countries: Italy,45
K04000001,England and Wales,42,Europe: Other Europe: Belarus,6,Europe: Other Europe: EU Member countries: Portugal,11
K04000001,England and Wales,42,Europe: Other Europe: Belarus,7,Europe: Other Europe: EU Member countries: Spain,13
K04000001,England and Wales,42,Europe: Other Europe: Belarus,8,Europe: Other Europe: EU Member countries: Lithuania,453
K04000001,England and Wales,42,Europe: Other Europe: Belarus,9,Europe: Other Europe: EU Member countries: Poland,218
K04000001,England and Wales,42,Europe: Other Europe: Belarus,10,Europe: Other Europe: EU Member countries: Romania,36
K04000001,England and Wales,42,Europe: Other Europe: Belarus,11,Europe: Other Europe: EU Member countries: Other EU countries,404
K04000001,England and Wales,42,Europe: Other Europe: Belarus,12,Europe: Other Europe: Rest of Europe: Turkey,4
K04000001,England and Wales,42,Europe: Other Europe: Belarus,13,Europe: Other Europe: Rest of Europe: Other Europe,1925
K04000001,England and Wales,42,Europe: Other Europe: Belarus,14,Africa: North Africa,1
K04000001,England and Wales,42,Europe: Other Europe: Belarus,15,Africa: Central and Western Africa: Ghana,1
K04000001,England and Wales,42,Europe: Other Europe: Belarus,16,Africa: Central and Western Africa: Nigeria,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,17,Africa: Central and Western Africa: Other Central and Western Africa,1
K04000001,England and Wales,42,Europe: Other Europe: Belarus,18,Africa: South and Eastern Africa: Kenya,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,19,Africa: South and Eastern Africa: Somalia,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,20,Africa: South and Eastern Africa: South Africa,2
K04000001,England and Wales,42,Europe: Other Europe: Belarus,21,Africa: South and Eastern Africa: Zimbabwe,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,22,Africa: South and Eastern Africa: Other South and Eastern Africa,1
K04000001,England and Wales,42,Europe: Other Europe: Belarus,23,Middle East and Asia: Middle East: Iran,1
K04000001,England and Wales,42,Europe: Other Europe: Belarus,24,Middle East and Asia: Middle East: Iraq,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,25,Middle East and Asia: Middle East: Other Middle East,27
K04000001,England and Wales,42,Europe: Other Europe: Belarus,26,Middle East and Asia: Eastern Asia: China,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,28,Middle East and Asia: Eastern Asia: Japan,2
K04000001,England and Wales,42,Europe: Other Europe: Belarus,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,1
K04000001,England and Wales,42,Europe: Other Europe: Belarus,30,Middle East and Asia: Southern Asia: Afghanistan,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,31,Middle East and Asia: Southern Asia: Bangladesh,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,32,Middle East and Asia: Southern Asia: India,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,33,Middle East and Asia: Southern Asia: Pakistan,1
K04000001,England and Wales,42,Europe: Other Europe: Belarus,34,Middle East and Asia: Southern Asia: Sri Lanka,1
K04000001,England and Wales,42,Europe: Other Europe: Belarus,35,Middle East and Asia: Southern Asia: Other Southern Asia,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,36,Middle East and Asia: South-East Asia: Malaysia,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,37,Middle East and Asia: South-East Asia: Philippines,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,38,Middle East and Asia: South-East Asia: Singapore,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,39,Middle East and Asia: South-East Asia: Other South-East Asia,2
K04000001,England and Wales,42,Europe: Other Europe: Belarus,40,Middle East and Asia: Central Asia,2
K04000001,England and Wales,42,Europe: Other Europe: Belarus,41,The Americas and the Caribbean: North America: Canada,18
K04000001,England and Wales,42,Europe: Other Europe: Belarus,42,The Americas and the Caribbean: North America: United States,48
K04000001,England and Wales,42,Europe: Other Europe: Belarus,43,The Americas and the Caribbean: Central America,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,44,The Americas and the Caribbean: South America,3
K04000001,England and Wales,42,Europe: Other Europe: Belarus,45,The Americas and the Caribbean: The Caribbean: Jamaica,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,3
K04000001,England and Wales,42,Europe: Other Europe: Belarus,47,Antarctica and Oceania: Australasia: Australia,4
K04000001,England and Wales,42,Europe: Other Europe: Belarus,48,Antarctica and Oceania: Australasia: New Zealand,2
K04000001,England and Wales,42,Europe: Other Europe: Belarus,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,50,British Overseas Territories,0
K04000001,England and Wales,42,Europe: Other Europe: Belarus,51,No passport held,76
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,-8,Does not apply,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,1,Europe: United Kingdom,5912
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,2,Europe: Ireland,36
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,3,Europe: Other Europe: EU Member countries: France,29
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,4,Europe: Other Europe: EU Member countries: Germany,23
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,5,Europe: Other Europe: EU Member countries: Italy,53
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,6,Europe: Other Europe: EU Member countries: Portugal,6
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,7,Europe: Other Europe: EU Member countries: Spain,9
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,8,Europe: Other Europe: EU Member countries: Lithuania,1
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,9,Europe: Other Europe: EU Member countries: Poland,11
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,10,Europe: Other Europe: EU Member countries: Romania,11
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,11,Europe: Other Europe: EU Member countries: Other EU countries,736
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,12,Europe: Other Europe: Rest of Europe: Turkey,6
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,13,Europe: Other Europe: Rest of Europe: Other Europe,754
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,14,Africa: North Africa,1
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,15,Africa: Central and Western Africa: Ghana,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,16,Africa: Central and Western Africa: Nigeria,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,17,Africa: Central and Western Africa: Other Central and Western Africa,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,18,Africa: South and Eastern Africa: Kenya,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,19,Africa: South and Eastern Africa: Somalia,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,20,Africa: South and Eastern Africa: South Africa,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,21,Africa: South and Eastern Africa: Zimbabwe,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,22,Africa: South and Eastern Africa: Other South and Eastern Africa,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,23,Middle East and Asia: Middle East: Iran,2
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,24,Middle East and Asia: Middle East: Iraq,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,25,Middle East and Asia: Middle East: Other Middle East,1
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,26,Middle East and Asia: Eastern Asia: China,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,28,Middle East and Asia: Eastern Asia: Japan,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,30,Middle East and Asia: Southern Asia: Afghanistan,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,31,Middle East and Asia: Southern Asia: Bangladesh,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,32,Middle East and Asia: Southern Asia: India,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,33,Middle East and Asia: Southern Asia: Pakistan,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,34,Middle East and Asia: Southern Asia: Sri Lanka,3
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,35,Middle East and Asia: Southern Asia: Other Southern Asia,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,36,Middle East and Asia: South-East Asia: Malaysia,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,37,Middle East and Asia: South-East Asia: Philippines,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,38,Middle East and Asia: South-East Asia: Singapore,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,39,Middle East and Asia: South-East Asia: Other South-East Asia,3
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,40,Middle East and Asia: Central Asia,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,41,The Americas and the Caribbean: North America: Canada,32
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,42,The Americas and the Caribbean: North America: United States,33
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,43,The Americas and the Caribbean: Central America,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,44,The Americas and the Caribbean: South America,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,45,The Americas and the Caribbean: The Caribbean: Jamaica,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,47,Antarctica and Oceania: Australasia: Australia,50
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,48,Antarctica and Oceania: Australasia: New Zealand,4
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,50,British Overseas Territories,0
K04000001,England and Wales,43,Europe: Other Europe: Bosnia and Herzegovina,51,No passport held,80
K04000001,England and Wales,44,Europe: Other Europe: Croatia,-8,Does not apply,0
K04000001,England and Wales,44,Europe: Other Europe: Croatia,1,Europe: United Kingdom,5270
K04000001,England and Wales,44,Europe: Other Europe: Croatia,2,Europe: Ireland,27
K04000001,England and Wales,44,Europe: Other Europe: Croatia,3,Europe: Other Europe: EU Member countries: France,18
K04000001,England and Wales,44,Europe: Other Europe: Croatia,4,Europe: Other Europe: EU Member countries: Germany,41
